image_001.jpg,b'1002.92816',b'116.8182',b'-287.0289',b'1003.8221',b'107.17267',b'-256.21286',b'1006.4549',b'107.602295',b'-256.26877',b'1008.9965',b'108.06038',b'-256.33154',b'993.3816',b'106.966484',b'-268.90845',b'988.5308',b'107.46506',b'-268.86542',b'983.30566',b'108.2795',b'-268.932',b'1005.87286',b'114.528015',b'-77.750916',b'967.95294',b'115.87162',b'-139.52702',b'1007.03076',b'130.91362',b'-219.13034',b'993.01666',b'131.46179',b'-237.08096',b'1040.8484',b'192.02585',b'55.042618',b'932.6432',b'181.75552',b'-77.80938',b'1081.882',b'269.86154',b'-16.51307',b'881.99664',b'252.54471',b'-253.55399',b'1109.707',b'187.3077',b'-261.3302',b'883.38153',b'164.41943',b'-570.5482',b'1116.9252',b'171.12375',b'-308.28207',b'883.91156',b'147.11823',b'-627.03375',b'1114.0144',b'165.3546',b'-304.08713',b'889.55286',b'142.1629',b'-632.4116',b'1109.6812',b'170.13022',b'-267.45917',b'892.5718',b'147.40474',b'-579.40137',b'1034.1713',b'370.54272',b'28.832338',b'975.25415',b'370.48004',b'-28.644203',b'1026.0249',b'504.96155',b'-0.1845343',b'983.4774',b'501.01028',b'-67.73803',b'1013.4936',b'643.41583',b'101.755035',b'990.7221',b'638.74445',b'61.50596',b'1002.36536',b'662.662',b'103.24274',b'986.5712',b'657.39307',b'67.291595',b'1029.0938',b'672.53064',b'-36.665535',b'1005.9659',b'669.9219',b'-82.61736'
image_002.jpg,b'1011.076',b'110.70202',b'-330.72122',b'1011.8008',b'99.460754',b'-298.74924',b'1014.7',b'100.25688',b'-298.80527',b'1017.7473',b'101.138504',b'-298.8586',b'1000.89374',b'97.64575',b'-312.42474',b'995.63806',b'97.39448',b'-312.385',b'989.9609',b'97.26157',b'-312.43323',b'1015.2695',b'106.620125',b'-105.654434',b'973.4869',b'104.341125',b'-175.17615',b'1015.60364',b'125.429085',b'-257.03445',b'1002.0844',b'124.099365',b'-277.15512',b'1045.3317',b'181.2852',b'33.877846',b'934.7266',b'173.80844',b'-85.70575',b'1079.4521',b'273.12695',b'-26.294422',b'886.56244',b'254.64111',b'-258.36746',b'1107.2048',b'186.92578',b'-295.93692',b'883.49384',b'163.95303',b'-604.0682',b'1112.6418',b'169.49033',b'-348.2034',b'884.72125',b'144.4856',b'-662.5918',b'1108.0266',b'161.70956',b'-347.97064',b'890.2516',b'139.9249',b'-669.4318',b'1104.5974',b'167.07402',b'-303.30612',b'893.29364',b'144.98714',b'-613.5803',b'1043.8984',b'362.60764',b'30.077627',b'981.6487',b'366.12384',b'-29.899271',b'1040.498',b'499.0899',b'-33.92369',b'989.32434',b'493.6891',b'-79.33122',b'1013.6041',b'633.34094',b'136.80603',b'995.5425',b'634.4898',b'118.83834',b'1004.99646',b'656.1499',b'145.77533',b'992.2554',b'656.6642',b'131.60373',b'1037.1425',b'671.30615',b'8.460251',b'998.53064',b'672.0768',b'-23.985714'
image_003.jpg,b'988.38007',b'138.97798',b'-191.10486',b'993.4434',b'130.0764',b'-157.51152',b'997.0318',b'130.68666',b'-157.52586',b'1000.6065',b'131.44821',b'-157.59412',b'983.2803',b'129.85486',b'-163.14168',b'979.23956',b'130.45044',b'-163.1148',b'975.34894',b'131.27048',b'-163.14899',b'1004.08606',b'138.88074',b'11.685395',b'965.74426',b'138.81337',b'-19.552969',b'994.9933',b'154.2245',b'-129.08507',b'981.96466',b'153.515',b'-138.33714',b'1035.8097',b'209.92189',b'103.92083',b'927.2401',b'203.41092',b'31.553907',b'1095.8741',b'268.74957',b'19.241709',b'873.27313',b'250.52365',b'-145.07172',b'1112.3945',b'186.37805',b'-168.72655',b'885.8684',b'161.23941',b'-421.7143',b'1119.1866',b'164.64642',b'-207.9181',b'886.01044',b'142.35916',b'-472.5966',b'1112.3472',b'160.73584',b'-195.82925',b'894.42725',b'141.65314',b'-463.4149',b'1108.417',b'168.04996',b'-170.05315',b'897.2729',b'146.39326',b'-424.26108',b'1030.0907',b'388.62524',b'7.9255304',b'970.0025',b'389.56552',b'-7.7086725',b'1027.8379',b'521.0176',b'-26.229322',b'982.9565',b'520.2279',b'-55.308395',b'1014.74005',b'659.3411',b'80.69151',b'992.77026',b'660.3223',b'59.400757',b'1004.89435',b'680.7356',b'83.91528',b'988.98376',b'679.9505',b'64.18714',b'1032.076',b'688.3785',b'-55.85822',b'994.603',b'694.73444',b'-82.09135'
image_004.jpg,b'1000.5818',b'112.83119',b'-273.0504',b'1001.15375',b'103.61693',b'-244.02309',b'1003.8551',b'104.05277',b'-244.10548',b'1006.43256',b'104.54429',b'-244.17343',b'990.7163',b'103.58591',b'-253.84134',b'985.6944',b'104.24332',b'-253.81934',b'980.42267',b'105.14231',b'-253.87677',b'1004.5594',b'110.97274',b'-72.02444',b'965.3176',b'113.054565',b'-122.084496',b'1006.1404',b'127.379875',b'-207.69049',b'992.19635',b'127.41128',b'-222.19037',b'1042.657',b'186.08678',b'42.863285',b'933.18164',b'179.0266',b'-53.014076',b'1079.1567',b'269.92532',b'-40.50485',b'884.46643',b'254.50931',b'-218.95856',b'1108.2638',b'191.49408',b'-293.39258',b'881.21857',b'165.73611',b'-541.79034',b'1114.9426',b'173.10179',b'-345.2436',b'880.39075',b'146.48691',b'-601.1611',b'1112.1466',b'167.10754',b'-342.01242',b'885.5512',b'140.46031',b'-607.7954',b'1108.3169',b'171.90787',b'-299.92987',b'889.2669',b'146.44568',b'-552.068',b'1037.5558',b'367.02603',b'19.314617',b'977.24005',b'369.20926',b'-19.094713',b'1029.0732',b'499.45325',b'0.774522',b'982.65094',b'498.93594',b'-57.112946',b'1020.3242',b'631.27484',b'155.94827',b'994.52936',b'634.27875',b'113.25964',b'1009.9325',b'652.81305',b'164.24075',b'991.1852',b'652.8241',b'124.42378',b'1038.708',b'657.5145',b'32.52451',b'1009.5181',b'671.16376',b'-22.138348'
image_005.jpg,b'993.3729',b'132.43973',b'-169.09714',b'998.7315',b'123.72964',b'-145.09311',b'1002.5053',b'124.39227',b'-145.12021',b'1005.8262',b'125.07984',b'-145.17986',b'987.5384',b'123.84015',b'-150.36172',b'983.40295',b'124.53969',b'-150.34879',b'979.6705',b'125.34458',b'-150.38564',b'1008.2936',b'132.82835',b'-12.604813',b'970.3331',b'133.39548',b'-39.05715',b'1000.67377',b'147.68324',b'-119.51643',b'984.7348',b'147.57204',b'-127.324745',b'1042.0198',b'204.11282',b'63.932926',b'933.79846',b'198.43394',b'-9.515056',b'1098.3815',b'267.13293',b'-41.239166',b'884.5017',b'254.25793',b'-188.9821',b'1112.4976',b'188.1329',b'-221.36499',b'880.2193',b'166.77252',b'-437.0921',b'1118.5251',b'169.14034',b'-256.5706',b'880.509',b'146.11719',b'-481.9066',b'1113.2305',b'163.38672',b'-239.5255',b'889.1667',b'141.79898',b'-476.5047',b'1109.0259',b'169.83345',b'-220.89874',b'891.97986',b'148.64677',b'-441.44672',b'1032.7699',b'388.85327',b'11.507302',b'971.6177',b'386.3628',b'-11.482293',b'1032.5537',b'517.75696',b'7.6133976',b'978.2356',b'516.9742',b'-13.948865',b'1012.76605',b'647.26917',b'130.0274',b'989.00104',b'646.5917',b'112.34031',b'1004.01935',b'665.42065',b'135.73933',b'986.2819',b'667.0968',b'120.04543',b'1015.8567',b'682.7655',b'14.140741',b'980.68976',b'693.379',b'-3.4410534'
image_006.jpg,b'999.9804',b'113.88578',b'-260.5078',b'1000.04517',b'103.90912',b'-229.87863',b'1002.55176',b'104.22957',b'-229.94728',b'1005.00995',b'104.55961',b'-230.04689',b'990.375',b'103.85067',b'-243.57474',b'985.7253',b'104.29478',b'-243.50038',b'980.77386',b'105.008545',b'-243.55408',b'1004.49133',b'110.865685',b'-41.738438',b'968.4423',b'113.458824',b'-110.88174',b'1006.32153',b'126.87481',b'-188.20872',b'993.60486',b'126.18643',b'-208.18288',b'1040.85',b'183.58134',b'95.35113',b'934.0622',b'176.3193',b'-46.63533',b'1077.301',b'273.07227',b'8.74084',b'882.2624',b'256.46057',b'-240.1734',b'1108.2914',b'189.1567',b'-272.5769',b'882.65326',b'171.26921',b'-571.91833',b'1114.3203',b'173.72086',b'-328.3507',b'883.193',b'149.2168',b'-632.8356',b'1108.5695',b'165.88737',b'-324.78958',b'888.22095',b'145.05246',b'-634.8464',b'1104.8961',b'170.60362',b'-279.8291',b'891.50446',b'150.34544',b'-579.2356',b'1040.2255',b'366.81448',b'35.931145',b'976.5016',b'366.44043',b'-35.662857',b'1036.5865',b'506.3591',b'-42.84593',b'983.156',b'501.90668',b'-113.6631',b'1011.6177',b'635.91583',b'149.50844',b'989.7363',b'640.6292',b'106.10893',b'1001.6035',b'661.1555',b'161.89105',b'985.5547',b'659.8534',b'122.58597',b'1044.9568',b'678.1275',b'28.837513',b'997.02905',b'676.5837',b'-31.303665'
image_007.jpg,b'998.88965',b'116.017166',b'-170.67345',b'1001.36206',b'107.33385',b'-142.5587',b'1004.49133',b'108.13735',b'-142.59828',b'1007.3087',b'109.09736',b'-142.69131',b'990.2591',b'107.19543',b'-150.31824',b'984.95044',b'108.081505',b'-150.30144',b'979.89233',b'109.49124',b'-150.32191',b'1006.80884',b'117.5796',b'9.098965',b'967.2604',b'119.49251',b'-28.856792',b'1004.489',b'131.72266',b'-113.81184',b'990.4143',b'131.34047',b'-124.83225',b'1044.4648',b'193.64914',b'96.109535',b'934.2069',b'185.80739',b'8.534347',b'1091.5287',b'267.72504',b'-19.103802',b'887.47546',b'251.92612',b'-168.7702',b'1111.8843',b'187.55539',b'-242.50858',b'883.9491',b'163.46133',b'-443.77597',b'1118.8408',b'170.00693',b'-288.4463',b'884.18646',b'143.43459',b'-496.33777',b'1114.1493',b'164.03752',b'-275.3359',b'890.44257',b'138.85956',b'-495.5773',b'1110.212',b'169.14186',b'-244.88434',b'893.69543',b'145.81773',b'-450.8203',b'1033.7714',b'373.98245',b'13.876406',b'975.4503',b'370.9766',b'-13.74746',b'1024.075',b'507.4526',b'7.6864414',b'980.48267',b'501.72922',b'-19.541832',b'1005.9693',b'632.6689',b'163.31032',b'983.94446',b'633.24884',b'153.09964',b'997.7378',b'649.86365',b'172.59026',b'980.0147',b'652.3889',b'165.26372',b'1013.25977',b'671.17816',b'46.36765',b'988.6938',b'668.09546',b'36.63919'
image_008.jpg,b'988.8501',b'123.61998',b'-172.81116',b'993.8752',b'114.9181',b'-144.68588',b'997.6428',b'115.57887',b'-144.70782',b'1001.1',b'116.49643',b'-144.7709',b'982.2202',b'115.25504',b'-152.00539',b'977.9082',b'116.071304',b'-151.9885',b'973.74536',b'117.1606',b'-152.0356',b'1003.15063',b'124.99611',b'3.1073241',b'962.68604',b'126.69738',b'-34.504707',b'996.3075',b'138.59506',b'-118.082504',b'979.8469',b'137.9696',b'-128.9638',b'1039.3082',b'197.73311',b'87.37124',b'930.02515',b'190.9185',b'-4.2186246',b'1091.7036',b'268.35428',b'-17.29782',b'881.64575',b'249.85063',b'-190.48653',b'1109.0535',b'185.0073',b'-211.20862',b'884.3521',b'162.40048',b'-441.58942',b'1116.161',b'167.96817',b'-250.21487',b'885.34064',b'144.56921',b'-488.85367',b'1110.5182',b'162.70006',b'-234.42844',b'892.18085',b'141.9821',b'-481.53568',b'1106.2379',b'168.12228',b'-211.72244',b'895.25653',b'147.822',b'-444.5962',b'1030.3801',b'378.4723',b'14.518595',b'971.4281',b'376.88895',b'-14.4280815',b'1020.57996',b'510.13043',b'-1.2084045',b'982.04694',b'506.66452',b'-29.19393',b'1008.8776',b'644.47284',b'144.81801',b'986.53827',b'645.94086',b'117.638336',b'1000.64154',b'661.8146',b'153.00781',b'983.17255',b'663.69434',b'126.95991',b'1009.0784',b'679.0246',b'31.00957',b'985.6096',b'678.9732',b'-5.092632'
image_009.jpg,b'1001.4416',b'112.02538',b'-227.80608',b'1002.47076',b'103.397964',b'-198.4836',b'1005.175',b'104.10536',b'-198.51535',b'1007.8695',b'104.84108',b'-198.56715',b'991.1431',b'103.15541',b'-208.91179',b'986.1573',b'103.71613',b'-208.89198',b'980.77563',b'104.581',b'-208.93791',b'1006.0627',b'112.19395',b'-35.200058',b'966.6348',b'113.480644',b'-87.64752',b'1007.1839',b'126.06852',b'-166.81595',b'991.3066',b'126.65425',b'-181.94797',b'1043.2386',b'189.52887',b'69.05852',b'931.8399',b'180.52617',b'-36.019283',b'1082.6688',b'269.08582',b'-21.618912',b'885.54285',b'252.10176',b'-214.50223',b'1108.1655',b'186.55266',b'-250.3987',b'884.0888',b'162.21164',b'-498.0407',b'1116.2538',b'170.01323',b'-294.80353',b'885.42944',b'144.66805',b'-551.1155',b'1112.1785',b'164.17247',b'-285.7995',b'891.2234',b'139.86697',b'-550.2197',b'1107.7',b'168.97844',b'-254.23407',b'893.6667',b'145.30936',b'-504.1955',b'1038.0746',b'366.59238',b'22.169634',b'977.1218',b'366.39987',b'-22.0597',b'1029.7996',b'504.52103',b'9.131121',b'984.1254',b'500.76376',b'-27.536856',b'1015.30176',b'636.40466',b'186.47481',b'987.979',b'635.1051',b'157.82733',b'1006.5454',b'651.0517',b'197.18382',b'985.48224',b'651.4933',b'170.13998',b'1018.08826',b'671.0663',b'64.65356',b'996.373',b'670.0321',b'26.2323'
image_010.jpg,b'999.2417',b'144.27177',b'-278.41138',b'1001.43896',b'134.70816',b'-247.55121',b'1004.26733',b'135.31082',b'-247.60999',b'1007.1447',b'136.09125',b'-247.71266',b'992.07825',b'134.30638',b'-251.23434',b'988.08966',b'134.80891',b'-251.1811',b'983.9645',b'135.47414',b'-251.21423',b'1009.8557',b'145.09906',b'-74.85786',b'973.46423',b'144.9747',b'-96.85545',b'1005.8866',b'159.10075',b'-214.54091',b'992.2403',b'158.57588',b'-221.20009',b'1041.9569',b'214.14746',b'15.474922',b'937.01263',b'211.31235',b'-20.01746',b'1105.4778',b'268.6493',b'-109.39711',b'878.3826',b'253.80219',b'-213.21468',b'1110.8386',b'188.5372',b'-342.69717',b'884.5473',b'161.58032',b'-523.6752',b'1118.1117',b'167.32307',b'-393.90674',b'881.9675',b'142.02776',b'-578.6213',b'1110.2125',b'165.42383',b'-377.6861',b'891.11316',b'139.53772',b'-577.3973',b'1105.0303',b'171.29196',b'-343.175',b'895.15735',b'146.83765',b'-530.96643',b'1034.9003',b'404.82376',b'-5.639554',b'975.88293',b'401.2645',b'5.825575',b'1033.6969',b'534.78345',b'-62.565823',b'982.5466',b'533.49927',b'-1.5398195',b'1013.898',b'662.651',b'65.860176',b'990.7821',b'659.47876',b'189.35205',b'1031.4852',b'699.8767',b'70.22072',b'990.4532',b'684.1077',b'201.40593',b'1054.933',b'714.95905',b'-80.95965',b'979.2304',b'698.4026',b'53.330032'
